id,week_number,home,away,comp
3712,42,197,200,Serie B
3713,42,194,198,Serie B
3714,42,192,195,Serie B
3715,42,196,193,Serie B
3716,42,189,191,Serie B
3717,42,187,190,Serie B
3718,42,185,188,Serie B
3719,42,183,186,Serie B
3720,42,182,184,Serie B
3721,44,181,197,Serie B
3722,44,199,194,Serie B
3723,44,200,192,Serie B
3724,44,198,196,Serie B
3725,44,195,189,Serie B
3726,44,193,187,Serie B
3727,44,191,185,Serie B
3728,44,190,183,Serie B
3729,44,188,182,Serie B
3730,44,186,184,Serie B
3731,45,194,181,Serie B
3732,45,192,197,Serie B
3733,45,196,199,Serie B
3734,45,189,200,Serie B
3735,45,187,198,Serie B
3736,45,185,195,Serie B
3737,45,183,193,Serie B
3738,45,182,191,Serie B
3739,45,184,190,Serie B
3740,45,186,188,Serie B
3741,46,181,192,Serie B
3742,46,194,196,Serie B
3743,46,197,189,Serie B
3744,46,199,187,Serie B
3745,46,200,185,Serie B
3746,46,198,183,Serie B
3747,46,195,182,Serie B
3748,46,193,184,Serie B
3749,46,191,186,Serie B
3750,46,190,188,Serie B
3751,48,196,181,Serie B
3752,48,189,192,Serie B
3753,48,187,194,Serie B
3754,48,185,197,Serie B
3755,48,183,199,Serie B
3756,48,182,200,Serie B
3757,48,184,198,Serie B
3758,48,186,195,Serie B
3759,48,188,193,Serie B
3760,48,190,191,Serie B
3761,49,181,189,Serie B
3762,49,196,187,Serie B
3763,49,192,185,Serie B
3764,49,194,183,Serie B
3765,49,197,182,Serie B
3766,49,199,184,Serie B
3767,49,200,186,Serie B
3768,49,198,188,Serie B
3769,49,195,190,Serie B
3770,49,193,191,Serie B
3771,50,187,181,Serie B
3772,50,185,189,Serie B
3773,50,183,196,Serie B
3774,50,182,192,Serie B
3775,50,184,194,Serie B
3776,50,186,197,Serie B
3777,50,188,199,Serie B
3778,50,190,200,Serie B
3779,50,191,198,Serie B
3780,50,193,195,Serie B
3781,52,181,185,Serie B
3782,52,187,183,Serie B
3783,52,189,182,Serie B
3784,52,196,184,Serie B
3785,52,192,186,Serie B
3786,52,194,188,Serie B
3787,52,197,190,Serie B
3788,52,199,191,Serie B
3789,52,200,193,Serie B
3790,52,198,195,Serie B
3791,53,183,181,Serie B
3792,53,182,185,Serie B
3793,53,184,187,Serie B
3794,53,186,189,Serie B
3795,53,188,196,Serie B
3796,53,190,192,Serie B
3797,53,191,194,Serie B
3798,53,193,197,Serie B
3799,53,195,199,Serie B
3800,53,198,200,Serie B
3801,4,201,202,Brasileiro Serie A
3802,4,203,204,Brasileiro Serie A
3803,4,205,206,Brasileiro Serie A
3804,4,207,208,Brasileiro Serie A
3805,4,209,210,Brasileiro Serie A
3806,4,216,211,Brasileiro Serie A
3807,4,212,213,Brasileiro Serie A
3808,4,214,215,Brasileiro Serie A
3809,4,217,218,Brasileiro Serie A
3810,4,219,220,Brasileiro Serie A
3811,5,204,201,Brasileiro Serie A
3812,5,206,202,Brasileiro Serie A
3813,5,208,203,Brasileiro Serie A
3814,5,210,205,Brasileiro Serie A
3815,5,211,207,Brasileiro Serie A
3816,5,213,209,Brasileiro Serie A
3817,5,215,216,Brasileiro Serie A
3818,5,218,212,Brasileiro Serie A
3819,5,220,214,Brasileiro Serie A
3820,5,219,217,Brasileiro Serie A
3821,6,201,206,Brasileiro Serie A
3822,6,204,208,Brasileiro Serie A
3823,6,202,210,Brasileiro Serie A
3824,6,203,211,Brasileiro Serie A
3825,6,205,213,Brasileiro Serie A
3826,6,207,215,Brasileiro Serie A
3827,6,209,218,Brasileiro Serie A
3828,6,216,220,Brasileiro Serie A
3829,6,212,219,Brasileiro Serie A
3830,6,214,217,Brasileiro Serie A
3831,8,208,201,Brasileiro Serie A
3832,8,210,206,Brasileiro Serie A
3833,8,211,204,Brasileiro Serie A
3834,8,213,202,Brasileiro Serie A
3835,8,215,203,Brasileiro Serie A
3836,8,218,205,Brasileiro Serie A
3837,8,220,207,Brasileiro Serie A
3838,8,219,209,Brasileiro Serie A
3839,8,217,216,Brasileiro Serie A
3840,8,214,212,Brasileiro Serie A
3841,9,201,210,Brasileiro Serie A
3842,9,208,211,Brasileiro Serie A
3843,9,206,213,Brasileiro Serie A
3844,9,204,215,Brasileiro Serie A
3845,9,202,218,Brasileiro Serie A
3846,9,203,220,Brasileiro Serie A
3847,9,205,219,Brasileiro Serie A
3848,9,207,217,Brasileiro Serie A
3849,9,209,214,Brasileiro Serie A
3850,9,216,212,Brasileiro Serie A
3851,10,211,201,Brasileiro Serie A
3852,10,213,210,Brasileiro Serie A
3853,10,215,208,Brasileiro Serie A
3854,10,218,206,Brasileiro Serie A
3855,10,220,204,Brasileiro Serie A
3856,10,219,202,Brasileiro Serie A
3857,10,217,203,Brasileiro Serie A
3858,10,214,205,Brasileiro Serie A
3859,10,212,207,Brasileiro Serie A
3860,10,216,209,Brasileiro Serie A
3861,12,201,213,Brasileiro Serie A
3862,12,211,215,Brasileiro Serie A
3863,12,210,218,Brasileiro Serie A
3864,12,208,220,Brasileiro Serie A
3865,12,206,219,Brasileiro Serie A
3866,12,204,217,Brasileiro Serie A
3867,12,202,214,Brasileiro Serie A
3868,12,203,212,Brasileiro Serie A
3869,12,205,216,Brasileiro Serie A
3870,12,207,209,Brasileiro Serie A
3871,13,215,201,Brasileiro Serie A
3872,13,218,213,Brasileiro Serie A
3873,13,220,211,Brasileiro Serie A
3874,13,219,210,Brasileiro Serie A
3875,13,217,208,Brasileiro Serie A
3876,13,214,206,Brasileiro Serie A
3877,13,212,204,Brasileiro Serie A
3878,13,216,202,Brasileiro Serie A
3879,13,209,203,Brasileiro Serie A
3880,13,207,205,Brasileiro Serie A
3881,14,201,218,Brasileiro Serie A
3882,14,215,220,Brasileiro Serie A
3883,14,213,219,Brasileiro Serie A
3884,14,211,217,Brasileiro Serie A
3885,14,210,214,Brasileiro Serie A
3886,14,208,212,Brasileiro Serie A
3887,14,206,216,Brasileiro Serie A
3888,14,204,209,Brasileiro Serie A
3889,14,202,207,Brasileiro Serie A
3890,14,203,205,Brasileiro Serie A
3891,16,220,201,Brasileiro Serie A
3892,16,219,218,Brasileiro Serie A
3893,16,217,215,Brasileiro Serie A
3894,16,214,213,Brasileiro Serie A
3895,16,212,211,Brasileiro Serie A
3896,16,216,210,Brasileiro Serie A
3897,16,209,208,Brasileiro Serie A
3898,16,207,206,Brasileiro Serie A
3899,16,205,204,Brasileiro Serie A
3900,16,203,202,Brasileiro Serie A
3901,17,201,219,Brasileiro Serie A
3902,17,220,217,Brasileiro Serie A
3903,17,218,214,Brasileiro Serie A
3904,17,215,212,Brasileiro Serie A
3905,17,213,216,Brasileiro Serie A
3906,17,211,209,Brasileiro Serie A
3907,17,210,207,Brasileiro Serie A
3908,17,208,205,Brasileiro Serie A
3909,17,206,203,Brasileiro Serie A
3910,17,204,202,Brasileiro Serie A
3911,18,217,201,Brasileiro Serie A
3912,18,214,219,Brasileiro Serie A
3913,18,212,220,Brasileiro Serie A
3914,18,216,218,Brasileiro Serie A
3915,18,209,215,Brasileiro Serie A
3916,18,207,213,Brasileiro Serie A
3917,18,205,211,Brasileiro Serie A
3918,18,203,210,Brasileiro Serie A
3919,18,202,208,Brasileiro Serie A
3920,18,204,206,Brasileiro Serie A
3921,20,201,214,Brasileiro Serie A
3922,20,217,212,Brasileiro Serie A
3923,20,219,216,Brasileiro Serie A
3924,20,220,209,Brasileiro Serie A
3925,20,218,207,Brasileiro Serie A
3926,20,215,205,Brasileiro Serie A
3927,20,213,203,Brasileiro Serie A
3928,20,211,202,Brasileiro Serie A
3929,20,210,204,Brasileiro Serie A
3930,20,208,206,Brasileiro Serie A
3931,21,212,201,Brasileiro Serie A
3932,21,216,214,Brasileiro Serie A
3933,21,209,217,Brasileiro Serie A
3934,21,207,219,Brasileiro Serie A
3935,21,205,220,Brasileiro Serie A
3936,21,203,218,Brasileiro Serie A
3937,21,202,215,Brasileiro Serie A
3938,21,204,213,Brasileiro Serie A
3939,21,206,211,Brasileiro Serie A
3940,21,208,210,Brasileiro Serie A
3941,22,201,216,Brasileiro Serie A
3942,22,212,209,Brasileiro Serie A
3943,22,214,207,Brasileiro Serie A
3944,22,217,205,Brasileiro Serie A
3945,22,219,203,Brasileiro Serie A
3946,22,220,202,Brasileiro Serie A
3947,22,218,204,Brasileiro Serie A
3948,22,215,206,Brasileiro Serie A
3949,22,213,208,Brasileiro Serie A
3950,22,211,210,Brasileiro Serie A
3951,24,209,201,Brasileiro Serie A
3952,24,207,216,Brasileiro Serie A
3953,24,205,212,Brasileiro Serie A
3954,24,203,214,Brasileiro Serie A
3955,24,202,217,Brasileiro Serie A
3956,24,204,219,Brasileiro Serie A
3957,24,206,220,Brasileiro Serie A
3958,24,208,218,Brasileiro Serie A
3959,24,210,215,Brasileiro Serie A
3960,24,211,213,Brasileiro Serie A
3961,25,201,207,Brasileiro Serie A
3962,25,209,205,Brasileiro Serie A
3963,25,216,203,Brasileiro Serie A
3964,25,212,202,Brasileiro Serie A
3965,25,214,204,Brasileiro Serie A
3966,25,217,206,Brasileiro Serie A
3967,25,219,208,Brasileiro Serie A
3968,25,220,210,Brasileiro Serie A
3969,25,218,211,Brasileiro Serie A
3970,25,215,213,Brasileiro Serie A
3971,26,205,201,Brasileiro Serie A
3972,26,203,207,Brasileiro Serie A
3973,26,202,209,Brasileiro Serie A
3974,26,204,216,Brasileiro Serie A
3975,26,206,212,Brasileiro Serie A
3976,26,208,214,Brasileiro Serie A
3977,26,210,217,Brasileiro Serie A
3978,26,211,219,Brasileiro Serie A
3979,26,213,220,Brasileiro Serie A
3980,26,215,218,Brasileiro Serie A
3981,28,201,203,Brasileiro Serie A
3982,28,205,202,Brasileiro Serie A
3983,28,207,204,Brasileiro Serie A
3984,28,209,206,Brasileiro Serie A
3985,28,216,208,Brasileiro Serie A
3986,28,212,210,Brasileiro Serie A
3987,28,214,211,Brasileiro Serie A
3988,28,217,213,Brasileiro Serie A
3989,28,219,215,Brasileiro Serie A
3990,28,220,218,Brasileiro Serie A
3991,29,202,201,Brasileiro Serie A
3992,29,204,203,Brasileiro Serie A
3993,29,206,205,Brasileiro Serie A
3994,29,208,207,Brasileiro Serie A
3995,29,210,209,Brasileiro Serie A
3996,29,211,216,Brasileiro Serie A
3997,29,213,212,Brasileiro Serie A
3998,29,215,214,Brasileiro Serie A
3999,29,218,217,Brasileiro Serie A
4000,29,220,219,Brasileiro Serie A
4001,30,201,204,Brasileiro Serie A
4002,30,202,206,Brasileiro Serie A
4003,30,203,208,Brasileiro Serie A
4004,30,205,210,Brasileiro Serie A
4005,30,207,211,Brasileiro Serie A
4006,30,209,213,Brasileiro Serie A
4007,30,216,215,Brasileiro Serie A
4008,30,212,218,Brasileiro Serie A
4009,30,214,220,Brasileiro Serie A
4010,30,217,219,Brasileiro Serie A
4011,32,206,201,Brasileiro Serie A
4012,32,208,204,Brasileiro Serie A
4013,32,210,202,Brasileiro Serie A
4014,32,211,203,Brasileiro Serie A
4015,32,213,205,Brasileiro Serie A
4016,32,215,207,Brasileiro Serie A
4017,32,218,209,Brasileiro Serie A
4018,32,220,216,Brasileiro Serie A
4019,32,219,212,Brasileiro Serie A
4020,32,217,214,Brasileiro Serie A
4021,33,201,208,Brasileiro Serie A
4022,33,206,210,Brasileiro Serie A
4023,33,204,211,Brasileiro Serie A
4024,33,202,213,Brasileiro Serie A
4025,33,203,215,Brasileiro Serie A
4026,33,205,218,Brasileiro Serie A
4027,33,207,220,Brasileiro Serie A
4028,33,209,219,Brasileiro Serie A
4029,33,216,217,Brasileiro Serie A
4030,33,212,214,Brasileiro Serie A
4031,34,210,201,Brasileiro Serie A
4032,34,211,208,Brasileiro Serie A
4033,34,213,206,Brasileiro Serie A
4034,34,215,204,Brasileiro Serie A
4035,34,218,202,Brasileiro Serie A
4036,34,220,203,Brasileiro Serie A
4037,34,219,205,Brasileiro Serie A
4038,34,217,207,Brasileiro Serie A
4039,34,214,209,Brasileiro Serie A
4040,34,212,216,Brasileiro Serie A
4041,36,201,211,Brasileiro Serie A
4042,36,210,213,Brasileiro Serie A
4043,36,208,215,Brasileiro Serie A
4044,36,206,218,Brasileiro Serie A
4045,36,204,220,Brasileiro Serie A
4046,36,202,219,Brasileiro Serie A
4047,36,203,217,Brasileiro Serie A
4048,36,205,214,Brasileiro Serie A
4049,36,207,212,Brasileiro Serie A
4050,36,209,216,Brasileiro Serie A
4051,37,213,201,Brasileiro Serie A
4052,37,215,211,Brasileiro Serie A
4053,37,218,210,Brasileiro Serie A
4054,37,220,208,Brasileiro Serie A
4055,37,219,206,Brasileiro Serie A
4056,37,217,204,Brasileiro Serie A
4057,37,214,202,Brasileiro Serie A
4058,37,212,203,Brasileiro Serie A
4059,37,216,205,Brasileiro Serie A
4060,37,209,207,Brasileiro Serie A
4061,38,201,215,Brasileiro Serie A
4062,38,213,218,Brasileiro Serie A
4063,38,211,220,Brasileiro Serie A
4064,38,210,219,Brasileiro Serie A
4065,38,208,217,Brasileiro Serie A
4066,38,206,214,Brasileiro Serie A
4067,38,204,212,Brasileiro Serie A
4068,38,202,216,Brasileiro Serie A
4069,38,203,209,Brasileiro Serie A
4070,38,205,207,Brasileiro Serie A
4071,40,218,201,Brasileiro Serie A
4072,40,220,215,Brasileiro Serie A
4073,40,219,213,Brasileiro Serie A
4074,40,217,211,Brasileiro Serie A
4075,40,214,210,Brasileiro Serie A
4076,40,212,208,Brasileiro Serie A
4077,40,216,206,Brasileiro Serie A
4078,40,209,204,Brasileiro Serie A
4079,40,207,202,Brasileiro Serie A
4080,40,205,203,Brasileiro Serie A
4081,41,201,220,Brasileiro Serie A
4082,41,218,219,Brasileiro Serie A
4083,41,215,217,Brasileiro Serie A
4084,41,213,214,Brasileiro Serie A
4085,41,211,212,Brasileiro Serie A
4086,41,210,216,Brasileiro Serie A
4087,41,208,209,Brasileiro Serie A
4088,41,206,207,Brasileiro Serie A
4089,41,204,205,Brasileiro Serie A
4090,41,202,203,Brasileiro Serie A
4091,42,219,201,Brasileiro Serie A
4092,42,217,220,Brasileiro Serie A
4093,42,214,218,Brasileiro Serie A
4094,42,212,215,Brasileiro Serie A
4095,42,216,213,Brasileiro Serie A
4096,42,209,211,Brasileiro Serie A
4097,42,207,210,Brasileiro Serie A
4098,42,205,208,Brasileiro Serie A
4099,42,203,206,Brasileiro Serie A
4100,42,202,204,Brasileiro Serie A
4101,44,201,217,Brasileiro Serie A
4102,44,219,214,Brasileiro Serie A
4103,44,220,212,Brasileiro Serie A
4104,44,218,216,Brasileiro Serie A
4105,44,215,209,Brasileiro Serie A
4106,44,213,207,Brasileiro Serie A
4107,44,211,205,Brasileiro Serie A
4108,44,210,203,Brasileiro Serie A
4109,44,208,202,Brasileiro Serie A
4110,44,206,204,Brasileiro Serie A
4111,45,214,201,Brasileiro Serie A
4112,45,212,217,Brasileiro Serie A
4113,45,216,219,Brasileiro Serie A
4114,45,209,220,Brasileiro Serie A
4115,45,207,218,Brasileiro Serie A
4116,45,205,215,Brasileiro Serie A
4117,45,203,213,Brasileiro Serie A
4118,45,202,211,Brasileiro Serie A
4119,45,204,210,Brasileiro Serie A
4120,45,206,208,Brasileiro Serie A
4121,46,201,212,Brasileiro Serie A
4122,46,214,216,Brasileiro Serie A
4123,46,217,209,Brasileiro Serie A
4124,46,219,207,Brasileiro Serie A
4125,46,220,205,Brasileiro Serie A
4126,46,218,203,Brasileiro Serie A
4127,46,215,202,Brasileiro Serie A
4128,46,213,204,Brasileiro Serie A
4129,46,211,206,Brasileiro Serie A
4130,46,210,208,Brasileiro Serie A
4131,48,216,201,Brasileiro Serie A
4132,48,209,212,Brasileiro Serie A
4133,48,207,214,Brasileiro Serie A
4134,48,205,217,Brasileiro Serie A
4135,48,203,219,Brasileiro Serie A
4136,48,202,220,Brasileiro Serie A
4137,48,204,218,Brasileiro Serie A
4138,48,206,215,Brasileiro Serie A
4139,48,208,213,Brasileiro Serie A
4140,48,210,211,Brasileiro Serie A
4141,49,201,209,Brasileiro Serie A
4142,49,216,207,Brasileiro Serie A
4143,49,212,205,Brasileiro Serie A
4144,49,214,203,Brasileiro Serie A
4145,49,217,202,Brasileiro Serie A
4146,49,219,204,Brasileiro Serie A
4147,49,220,206,Brasileiro Serie A
4148,49,218,208,Brasileiro Serie A
4149,49,215,210,Brasileiro Serie A
4150,49,213,211,Brasileiro Serie A
4151,50,207,201,Brasileiro Serie A
4152,50,205,209,Brasileiro Serie A
4153,50,203,216,Brasileiro Serie A
4154,50,202,212,Brasileiro Serie A
4155,50,204,214,Brasileiro Serie A
4156,50,206,217,Brasileiro Serie A
4157,50,208,219,Brasileiro Serie A
4158,50,210,220,Brasileiro Serie A
4159,50,211,218,Brasileiro Serie A
4160,50,213,215,Brasileiro Serie A
4161,52,201,205,Brasileiro Serie A
4162,52,207,203,Brasileiro Serie A
4163,52,209,202,Brasileiro Serie A
4164,52,216,204,Brasileiro Serie A
4165,52,212,206,Brasileiro Serie A
4166,52,214,208,Brasileiro Serie A
4167,52,217,210,Brasileiro Serie A
4168,52,219,211,Brasileiro Serie A
4169,52,220,213,Brasileiro Serie A
4170,52,218,215,Brasileiro Serie A
4171,53,203,201,Brasileiro Serie A
4172,53,202,205,Brasileiro Serie A
4173,53,204,207,Brasileiro Serie A
4174,53,206,209,Brasileiro Serie A
4175,53,208,216,Brasileiro Serie A
4176,53,210,212,Brasileiro Serie A
4177,53,211,214,Brasileiro Serie A
4178,53,213,217,Brasileiro Serie A
4179,53,215,219,Brasileiro Serie A
4180,53,218,220,Brasileiro Serie A
4181,4,221,222,Brasileiro Serie B
4182,4,223,224,Brasileiro Serie B
4183,4,225,226,Brasileiro Serie B
4184,4,227,228,Brasileiro Serie B
4185,4,229,230,Brasileiro Serie B
4186,4,236,231,Brasileiro Serie B
4187,4,232,233,Brasileiro Serie B
4188,4,234,235,Brasileiro Serie B
4189,4,237,238,Brasileiro Serie B
4190,4,239,240,Brasileiro Serie B
4191,5,224,221,Brasileiro Serie B
4192,5,226,222,Brasileiro Serie B
4193,5,228,223,Brasileiro Serie B
4194,5,230,225,Brasileiro Serie B
4195,5,231,227,Brasileiro Serie B
4196,5,233,229,Brasileiro Serie B
4197,5,235,236,Brasileiro Serie B
4198,5,238,232,Brasileiro Serie B
4199,5,240,234,Brasileiro Serie B
4200,5,239,237,Brasileiro Serie B
4201,6,221,226,Brasileiro Serie B
4202,6,224,228,Brasileiro Serie B
4203,6,222,230,Brasileiro Serie B
4204,6,223,231,Brasileiro Serie B
4205,6,225,233,Brasileiro Serie B
4206,6,227,235,Brasileiro Serie B
4207,6,229,238,Brasileiro Serie B
4208,6,236,240,Brasileiro Serie B
4209,6,232,239,Brasileiro Serie B
4210,6,234,237,Brasileiro Serie B
4211,8,228,221,Brasileiro Serie B
4212,8,230,226,Brasileiro Serie B
4213,8,231,224,Brasileiro Serie B
4214,8,233,222,Brasileiro Serie B
4215,8,235,223,Brasileiro Serie B
4216,8,238,225,Brasileiro Serie B
4217,8,240,227,Brasileiro Serie B
4218,8,239,229,Brasileiro Serie B
4219,8,237,236,Brasileiro Serie B
4220,8,234,232,Brasileiro Serie B
4221,9,221,230,Brasileiro Serie B
4222,9,228,231,Brasileiro Serie B
4223,9,226,233,Brasileiro Serie B
4224,9,224,235,Brasileiro Serie B
4225,9,222,238,Brasileiro Serie B
4226,9,223,240,Brasileiro Serie B
4227,9,225,239,Brasileiro Serie B
4228,9,227,237,Brasileiro Serie B
4229,9,229,234,Brasileiro Serie B
4230,9,236,232,Brasileiro Serie B
4231,10,231,221,Brasileiro Serie B
4232,10,233,230,Brasileiro Serie B
4233,10,235,228,Brasileiro Serie B
4234,10,238,226,Brasileiro Serie B
4235,10,240,224,Brasileiro Serie B
4236,10,239,222,Brasileiro Serie B
4237,10,237,223,Brasileiro Serie B
4238,10,234,225,Brasileiro Serie B
4239,10,232,227,Brasileiro Serie B
4240,10,236,229,Brasileiro Serie B
4241,12,221,233,Brasileiro Serie B
4242,12,231,235,Brasileiro Serie B
4243,12,230,238,Brasileiro Serie B
4244,12,228,240,Brasileiro Serie B
4245,12,226,239,Brasileiro Serie B
4246,12,224,237,Brasileiro Serie B
4247,12,222,234,Brasileiro Serie B
4248,12,223,232,Brasileiro Serie B
4249,12,225,236,Brasileiro Serie B
4250,12,227,229,Brasileiro Serie B
4251,13,235,221,Brasileiro Serie B
4252,13,238,233,Brasileiro Serie B
4253,13,240,231,Brasileiro Serie B
4254,13,239,230,Brasileiro Serie B
4255,13,237,228,Brasileiro Serie B
4256,13,234,226,Brasileiro Serie B
4257,13,232,224,Brasileiro Serie B
4258,13,236,222,Brasileiro Serie B
4259,13,229,223,Brasileiro Serie B
4260,13,227,225,Brasileiro Serie B
4261,14,221,238,Brasileiro Serie B
4262,14,235,240,Brasileiro Serie B
4263,14,233,239,Brasileiro Serie B
4264,14,231,237,Brasileiro Serie B
4265,14,230,234,Brasileiro Serie B
4266,14,228,232,Brasileiro Serie B
4267,14,226,236,Brasileiro Serie B
4268,14,224,229,Brasileiro Serie B
4269,14,222,227,Brasileiro Serie B
4270,14,223,225,Brasileiro Serie B
4271,16,240,221,Brasileiro Serie B
4272,16,239,238,Brasileiro Serie B
4273,16,237,235,Brasileiro Serie B
4274,16,234,233,Brasileiro Serie B
4275,16,232,231,Brasileiro Serie B
4276,16,236,230,Brasileiro Serie B
4277,16,229,228,Brasileiro Serie B
4278,16,227,226,Brasileiro Serie B
4279,16,225,224,Brasileiro Serie B
4280,16,223,222,Brasileiro Serie B
4281,17,221,239,Brasileiro Serie B
4282,17,240,237,Brasileiro Serie B
4283,17,238,234,Brasileiro Serie B
4284,17,235,232,Brasileiro Serie B
4285,17,233,236,Brasileiro Serie B
4286,17,231,229,Brasileiro Serie B
4287,17,230,227,Brasileiro Serie B
4288,17,228,225,Brasileiro Serie B
4289,17,226,223,Brasileiro Serie B
4290,17,224,222,Brasileiro Serie B
4291,18,237,221,Brasileiro Serie B
4292,18,234,239,Brasileiro Serie B
4293,18,232,240,Brasileiro Serie B
4294,18,236,238,Brasileiro Serie B
4295,18,229,235,Brasileiro Serie B
4296,18,227,233,Brasileiro Serie B
4297,18,225,231,Brasileiro Serie B
4298,18,223,230,Brasileiro Serie B
4299,18,222,228,Brasileiro Serie B
4300,18,224,226,Brasileiro Serie B
4301,20,221,234,Brasileiro Serie B
4302,20,237,232,Brasileiro Serie B
4303,20,239,236,Brasileiro Serie B
4304,20,240,229,Brasileiro Serie B
4305,20,238,227,Brasileiro Serie B
4306,20,235,225,Brasileiro Serie B
4307,20,233,223,Brasileiro Serie B
4308,20,231,222,Brasileiro Serie B
4309,20,230,224,Brasileiro Serie B
4310,20,228,226,Brasileiro Serie B
4311,21,232,221,Brasileiro Serie B
4312,21,236,234,Brasileiro Serie B
4313,21,229,237,Brasileiro Serie B
4314,21,227,239,Brasileiro Serie B
4315,21,225,240,Brasileiro Serie B
4316,21,223,238,Brasileiro Serie B
4317,21,222,235,Brasileiro Serie B
4318,21,224,233,Brasileiro Serie B
4319,21,226,231,Brasileiro Serie B
4320,21,228,230,Brasileiro Serie B
4321,22,221,236,Brasileiro Serie B
4322,22,232,229,Brasileiro Serie B
4323,22,234,227,Brasileiro Serie B
4324,22,237,225,Brasileiro Serie B
4325,22,239,223,Brasileiro Serie B
4326,22,240,222,Brasileiro Serie B
4327,22,238,224,Brasileiro Serie B
4328,22,235,226,Brasileiro Serie B
4329,22,233,228,Brasileiro Serie B
4330,22,231,230,Brasileiro Serie B
4331,24,229,221,Brasileiro Serie B
4332,24,227,236,Brasileiro Serie B
4333,24,225,232,Brasileiro Serie B
4334,24,223,234,Brasileiro Serie B
4335,24,222,237,Brasileiro Serie B
4336,24,224,239,Brasileiro Serie B
4337,24,226,240,Brasileiro Serie B
4338,24,228,238,Brasileiro Serie B
4339,24,230,235,Brasileiro Serie B
4340,24,231,233,Brasileiro Serie B
4341,25,221,227,Brasileiro Serie B
4342,25,229,225,Brasileiro Serie B
4343,25,236,223,Brasileiro Serie B
4344,25,232,222,Brasileiro Serie B
4345,25,234,224,Brasileiro Serie B
4346,25,237,226,Brasileiro Serie B
4347,25,239,228,Brasileiro Serie B
4348,25,240,230,Brasileiro Serie B
4349,25,238,231,Brasileiro Serie B
4350,25,235,233,Brasileiro Serie B
4351,26,225,221,Brasileiro Serie B
4352,26,223,227,Brasileiro Serie B
4353,26,222,229,Brasileiro Serie B
4354,26,224,236,Brasileiro Serie B
4355,26,226,232,Brasileiro Serie B
4356,26,228,234,Brasileiro Serie B
4357,26,230,237,Brasileiro Serie B
4358,26,231,239,Brasileiro Serie B
4359,26,233,240,Brasileiro Serie B
4360,26,235,238,Brasileiro Serie B
4361,28,221,223,Brasileiro Serie B
4362,28,225,222,Brasileiro Serie B
4363,28,227,224,Brasileiro Serie B
4364,28,229,226,Brasileiro Serie B
4365,28,236,228,Brasileiro Serie B
4366,28,232,230,Brasileiro Serie B
4367,28,234,231,Brasileiro Serie B
4368,28,237,233,Brasileiro Serie B
4369,28,239,235,Brasileiro Serie B
4370,28,240,238,Brasileiro Serie B
4371,29,222,221,Brasileiro Serie B
4372,29,224,223,Brasileiro Serie B
4373,29,226,225,Brasileiro Serie B
4374,29,228,227,Brasileiro Serie B
4375,29,230,229,Brasileiro Serie B
4376,29,231,236,Brasileiro Serie B
4377,29,233,232,Brasileiro Serie B
4378,29,235,234,Brasileiro Serie B
4379,29,238,237,Brasileiro Serie B
4380,29,240,239,Brasileiro Serie B
4381,30,221,224,Brasileiro Serie B
4382,30,222,226,Brasileiro Serie B
4383,30,223,228,Brasileiro Serie B
4384,30,225,230,Brasileiro Serie B
4385,30,227,231,Brasileiro Serie B
4386,30,229,233,Brasileiro Serie B
4387,30,236,235,Brasileiro Serie B
4388,30,232,238,Brasileiro Serie B
4389,30,234,240,Brasileiro Serie B
4390,30,237,239,Brasileiro Serie B
4391,32,226,221,Brasileiro Serie B
4392,32,228,224,Brasileiro Serie B
4393,32,230,222,Brasileiro Serie B
4394,32,231,223,Brasileiro Serie B
4395,32,233,225,Brasileiro Serie B
4396,32,235,227,Brasileiro Serie B
4397,32,238,229,Brasileiro Serie B
4398,32,240,236,Brasileiro Serie B
4399,32,239,232,Brasileiro Serie B
4400,32,237,234,Brasileiro Serie B
4401,33,221,228,Brasileiro Serie B
4402,33,226,230,Brasileiro Serie B
4403,33,224,231,Brasileiro Serie B
4404,33,222,233,Brasileiro Serie B
4405,33,223,235,Brasileiro Serie B
4406,33,225,238,Brasileiro Serie B
4407,33,227,240,Brasileiro Serie B
4408,33,229,239,Brasileiro Serie B
4409,33,236,237,Brasileiro Serie B
4410,33,232,234,Brasileiro Serie B
4411,34,230,221,Brasileiro Serie B
4412,34,231,228,Brasileiro Serie B
4413,34,233,226,Brasileiro Serie B
4414,34,235,224,Brasileiro Serie B
4415,34,238,222,Brasileiro Serie B
4416,34,240,223,Brasileiro Serie B
4417,34,239,225,Brasileiro Serie B
4418,34,237,227,Brasileiro Serie B
4419,34,234,229,Brasileiro Serie B
4420,34,232,236,Brasileiro Serie B
4421,36,221,231,Brasileiro Serie B
4422,36,230,233,Brasileiro Serie B
4423,36,228,235,Brasileiro Serie B
4424,36,226,238,Brasileiro Serie B
4425,36,224,240,Brasileiro Serie B
4426,36,222,239,Brasileiro Serie B
4427,36,223,237,Brasileiro Serie B
4428,36,225,234,Brasileiro Serie B
4429,36,227,232,Brasileiro Serie B
4430,36,229,236,Brasileiro Serie B
4431,37,233,221,Brasileiro Serie B
4432,37,235,231,Brasileiro Serie B
4433,37,238,230,Brasileiro Serie B
4434,37,240,228,Brasileiro Serie B
4435,37,239,226,Brasileiro Serie B
4436,37,237,224,Brasileiro Serie B
4437,37,234,222,Brasileiro Serie B
